name,type_number,price
SUPERSEDED BY 021420512A SCREW,02142-05123 SUZUKI,1.37
SUPERSEDED BY 0214205207 SCREW,02142-05208 SUZUKI,1.43
SUPERSEDED BY 021420610A SCREW,02142-06105 SUZUKI,1.37
SUPERSEDED BY 071300830A SPOOL HOLDER BO,09106-08063 SUZUKI,1.92
SUPERSEDED BY 0214204127 SCREW 4X12 CROS,02152-04122 SUZUKI,1.5
BOLT,09106-08074 SUZUKI,3.49
SCREW PILOT,13661-93900 SUZUKI,10.02
SUPERSEDED BY 0940113417 CLIP,13671-05A10 SUZUKI,2.26
SEAL RING,13672-24F00 SUZUKI,12.49
RADIATOR OUTLET HOSE,17852-06G00 SUZUKI,28.62
SEAT LOCK GUIDE,45288-14F00 SUZUKI,4.87
"SUPERSEDED BY 1785101A00 HOSE,RADIATOR I",17853-38A00 SUZUKI,21.74
SIDE CASE LOCK SET,95700-48810 SUZUKI,48.61
LOCK SET,95700-48820 SUZUKI,44.21
FUEL PUMP BUSHING,15114-35F00 SUZUKI,13.84
FUEL SWITCH,34810-27H01 SUZUKI,142.49
SUPERSEDED BY 0940714403 CLAMP,95776-86000 SUZUKI,2.26
"GAUGE ASSY,FUEL LEVEL SENDER",34810-27H02 SUZUKI,142.49
O RING,15146-24F00 SUZUKI,24.85
"COVER, FUEL PUMP",15199-02FA0 SUZUKI,29.82
FUEL FILTER,15410-14G00 SUZUKI,42.43
FUEL STRAINER,15410-19E10 SUZUKI,17.74
FUEL STRAINER,15420-24FB0 SUZUKI,75.02
FUEL LEVEL GASKET,34825-49001 SUZUKI,5.16
FUEL STRAINER,15420-33H00 SUZUKI,51.86
O RING,15722-10G00 SUZUKI,10.22
SEAL RING,15722-21H00 SUZUKI,10.22
"SUPERSEDED BY 1786133E20 CNCTR,CYL WTR I",17861-33E10 SUZUKI,20.49
CYLINDER WATER CONNECTOR,17861-33E20 SUZUKI,20.49
TAIL COVER,45500-40810-YVB SUZUKI,98.31
SPEEDOMETER CABLE,34910-26G01 SUZUKI,36.74
CONNECTOR HOSE UNION,17890-06G20 SUZUKI,13.11
"SUPERSEDED BY 3491018990 CABLE,SPEEDOMET",34910-30032 SUZUKI,30.98
SPEEDOMETER CABLE,34910-32E00 SUZUKI,37.4
RESERVE TANK,17910-33H00 SUZUKI,72.44
"CEMENT, THREAD LOCK SUPER (1333B) 50G",99000-32020 SUZUKI,12.03
"CEMENT, THREAD LOCK SUPER (134",99000-32050 SUZUKI,11.1
"SUPERSEDED BY 1810004419 STARTER ASSY, R",18100-04414 SUZUKI,167.61
SUPERSEDED BY 1813104411 DOG,18131-04410 SUZUKI,6.74
OIL PUMP,16400-35F00 SUZUKI,177.13
"SUPERSEDED BY 3494047033 CABLE ASSY,TACH",34940-43500 SUZUKI,21.33
"SUPERSEDED BY 3494045212 CABLE,TACHOMETE",34940-45211 SUZUKI,20.58
AIR PIPE,18461-14G01 SUZUKI,10.89
"SENSOR, SPEED",34990-10F20 SUZUKI,114.72
"SUPERSEDED BY 1871114G01 HOSE,2ND AIR CL",18711-14G00 SUZUKI,12.15
Passenger Handle Covers,SUZUKI,98.31
"SUPERSEDED BY 2144148G60 PLATE,CLUTCH DR",21441-48G30 SUZUKI,17.15
"SUPERSEDED BY 6892214F00 LABEL,WARNING,S",68612-48B00 SUZUKI,4.37
"CUSHION, FUEL TANK",44281-03G00 SUZUKI,5.25
"SUPERSEDED BY 4430003G02 COCK ASSY,FUEL",44300-03G00 SUZUKI,84.38
"SUPERSEDED BY 4430013274 COCK ASSY,FUEL",44300-22570 SUZUKI,41.61
"SUPERSEDED BY 3180038G10 RELAY ASSY,STAR",31800-38G00 SUZUKI,88.4
STARTER RELAY,31800-38G10 SUZUKI,88.4
STARTER RELAY,31800-40B02 SUZUKI,26.59
FRAME SIDE COVER,47411-47H10 SUZUKI,43.97
FUEL TANK BREATHER HOSE,44424-41G00 SUZUKI,16.83
"SUPERSEDED BY 4443038BR0 HOSE,FUEL",44430-38B11 SUZUKI,18.97
"SUPERSEDED BY 4443038BS0 HOSE, FUEL NO.2",44430-38B12 SUZUKI,21.55
CONTACT POINT,32240-43012 SUZUKI,37.82
SUPERSEDED BY 3280024B11 RECTIFIER ASSY,32800-24B00 SUZUKI,282.31
RECTIFIER,32800-24B11 SUZUKI,282.31
RECTIFIER,32800-38F10 SUZUKI,263.46
SUPERSEDED BY 3280047H00 RECTIFIER ASSY,32800-41G00 SUZUKI,239.09
CDI UNIT,32900-08H00 SUZUKI,385.92
"SUPERSEDED BY 6910005CG0999 CALIPER ASSY,RE",69100-05C50 SUZUKI,279.38
FASTENER,44572-02F01 SUZUKI,10.06
COWLING FASTENER,44572-37H00 SUZUKI,8.93
FUEL TANK STAY,44574-16G00 SUZUKI,26.28
CALIPER,69100-05CG0-999 SUZUKI,279.38
SPARK PLUG CAP,33510-17G00 SUZUKI,30.39
SPARK PLUG CAP,33510-48B10 SUZUKI,28.87
"SUPERSEDED BY 3351020A02 CAP,SPARK PLUG",33510-93310 SUZUKI,22.16
SPARK PLUG SEAL,33541-23E01 SUZUKI,5.76
SPARK PLUG SEAL,33541-47D00 SUZUKI,7.11
SUPERSEDED BY 3354238B00 SEAL HI TENSION,33542-35410 SUZUKI,3.95
BATTERY YT4BBS,33630-39C00 SUZUKI,152.98
SUPERSEDED BY 3365137000 BAT PROTECTOR N,33652-28000 SUZUKI,5.16
FUEL COCK,44300-01D11 SUZUKI,93.42
"SUPERSEDED BY 4430003G1V COCK ASSY, FUEL",44300-03G10 SUZUKI,217.59
"COCK ASSY,FUEL",44300-08F10 SUZUKI,109.85
"SUPERSEDED BY 3186148B10 CAP, STRTR MOTO",31861C48B10J000 SUZUKI,6.44
FUEL FILTER,44322-27001 SUZUKI,4.58
COCK LEVER GASKET,44341-19050 SUZUKI,2.56
COCK LEVER GASKET,44341-28071 SUZUKI,2.92
"CUSHION, FUEL FILTER",44345-45G00 SUZUKI,15.46
FUEL HOSE,44421-03G01 SUZUKI,18.48
STATOR,32101-10F12 SUZUKI,651.62
"SUPERSEDED BY 4443121ER0 HOSE,FUEL,ON",44431-21E00 SUZUKI,12.43
"SUPERSEDED BY 4443309FA0 HOSE,FUEL TANK",44433-09F00 SUZUKI,9.77
FUEL HOSE,44433-21G01 SUZUKI,12.84
WARNING LABEL,68922-14F01 SUZUKI,4.37
WARNING LABEL,68922-29F01 SUZUKI,6.33
"SUPERSEDED BY 4454133E00 CUSHION , FUEL",44540-33E00 SUZUKI,8.02
"SUPERSEDED BY 4459002820 GASKET, FUEL PU",44596-02F01 SUZUKI,42.88
"SUPERSEDED BY 6910005CG0999 CALIPER ASSY,RE",69100-05C62 SUZUKI,279.38
FUEL TANK GASKET,44590-02821 SUZUKI,42.88
"SUPERSEDED BY 3341001X50 COIL ASSY,IGNIT",33410-05210 SUZUKI,95.73
STYLISH SEAT,45100-25L11-CPF SUZUKI,216.34
SEAT ASSY (HIGH) (BLACK/GRAY),45100-28K60-BGP SUZUKI,245.85
IGNITION COIL,33410-41D20 SUZUKI,86.79
"HOSE, BATTERY EXHAUST",33680-16A10 SUZUKI,6.67
"SUPERSEDED BY 6473335F00 RETAINER,REAR S",64733-35F00-A05 SUZUKI,24.18
CAM CHAIN,K9205-70030 SUZUKI,42.94
SPARK PLUG CR8E,K9207-00001 SUZUKI,5.88
GASKET CAP,44248-27C00 SUZUKI,3.82
"LABEL, STEERING",68613-18E00 SUZUKI,5.78
"SUPERSEDED BY 3178027X50 SERVICE KIT, AL",31780-06B00 SUZUKI,52.93
FUEL COCK,44300-32F10 SUZUKI,120.39
"SUPERSEDED BY 4430038B13 COCK ASSY,FUEL",44300-38B10 SUZUKI,156.35
FUEL COCK,44300-38B13 SUZUKI,156.35
FUEL COCK,44300-41371 SUZUKI,42.11
SIDE COWLING DECAL,68695-27G20-GPL SUZUKI,42.05
TANK DAMPER,44541-28000 SUZUKI,6.07
CDI UNIT BAND,32942-14301 SUZUKI,10.8
SLIDE BUSHING,51121-36E40 SUZUKI,38.0
SUPERSEDED BY 4510003G21P21 SEAT ASSY (BLAC,45100-03G00-P21 SUZUKI,316.32
SUPERSEDED BY 4510003G21P21 SEAT ASSY (BLAC,45100-03G10-P21 SUZUKI,316.32
SLIDE BUSHING,51121-48B31 SUZUKI,25.33
FORK BOLT BUSHING,51123-28E30 SUZUKI,14.97
IGNITION COIL,33410-14120 SUZUKI,104.62
IGNITION COIL,33410-17G01 SUZUKI,66.25
"SUPERSEDED BY 3341001X50 COIL ASSY,IGNIT",33410-19B00 SUZUKI,95.73
SUPERSEDED BY 3341014120 COIL ASSYIGNITI,33410-30020 SUZUKI,104.62
IGNITION COIL,33410-35F11 SUZUKI,129.59
SUPERSEDED BY 6127322A00 BUFFER CHAIN TC,61273-22AA0 SUZUKI,9.52
CHAIN GUARD,61273-29F00 SUZUKI,60.08
SUPERSEDED BY 6127322A00 BUFFER CHAIN TC,61273-35B00 SUZUKI,9.52
SUPERSEDED BY 6127322A00 BUFFER CHAIN TC,61273-35B10 SUZUKI,9.52
"SUPERSEDED BY 6127337F10 BUFFER,CHAIN TO",61273-37F00 SUZUKI,70.67
"SUPERSEDED BY 6134135G00 GUIDE,CHAIN",61341-37F00 SUZUKI,43.65
PISTON VALVE,13501-29FA0 SUZUKI,65.84
CONNECTOR,14771-13E00 SUZUKI,14.15
"SUPERSEDED BY 1477144B00 CONNECTOR,MUFFL",14771-14A00 SUZUKI,18.87
UNDER COWLING BRACKET,94540-06G00 SUZUKI,14.0
DRIVE SHAFT GASKET,24762-45000-H17 SUZUKI,2.72
RADIATOR CAP,17730-08J00 SUZUKI,38.61
"SUPERSEDED BY 1773019D11 CAP COMP,RADIAT",17730-14501 SUZUKI,38.45
"SUPERSEDED BY 1773019D11 CAP COMP,RADIAT",17730-19D10 SUZUKI,38.45
RADIATOR CAP,17730-19D11 SUZUKI,38.45
O RING,13575-40F00 SUZUKI,3.71
WINDSHIELD CUSHION,94612-01H00 SUZUKI,4.46
"SUPERSEDED BY 9461610D00 PIN,WINDSCREEN",94616-40C00 SUZUKI,2.92
WINDSHIELD NUT,94619-36A00 SUZUKI,9.08
"SUPERSEDED BY 9462315H01 CUSHION,SIDE PA",94623-15H00 SUZUKI,23.92
SUPERSEDED BY 9463144110 MOLD COWLING WI,94631-09300 SUZUKI,36.25
VALVE SPRING SENSOR,13581-04010 SUZUKI,7.67
NEEDLE CLIP STOPPER,13581-09210 SUZUKI,6.44
SUPERSEDED BY 9463144110 MOLD COWLING WI,94631-31010 SUZUKI,36.25
SEAT BRACKET,45210-43H00 SUZUKI,22.81
FUEL PUMP ASSEMBLY INCLUDES ITEM(S) 2 13,15100-21H00 SUZUKI,426.36
"SUPERSEDED BY 0920612006 PIN,STARTER IDL",09202-12002 SUZUKI,8.56
PIN,09204-01002 SUZUKI,1.59
PIN,09204-03003 SUZUKI,2.38
"SUPERSEDED BY 0924714025 PLUG,DRAIN",09247-14020 SUZUKI,2.79
SUPERSEDED BY 0924714026 DRAIN PLUG,09247-14028 SUZUKI,3.42
SUPERSEDED BY 0924714026 DRAIN PLUG,09248-14007 SUZUKI,3.42
PLUG,09248-14012 SUZUKI,2.92
"SUPERSEDED BY 0925920007 CAP,OIL FILLER",09259-20017 SUZUKI,6.84
OIL DRAIN PLUG,09247-12012 SUZUKI,6.26
MUFFLE PLUG,09247-12103 SUZUKI,2.84
PLUG,09259-36011 SUZUKI,18.58
T D C PLUG,09247-12104 SUZUKI,2.73
SUPERSEDED BY 0911606165 BOLT,09116-06144 SUZUKI,2.98
"SUPERSEDED BY 0911708047 BOLT, 8X30",09117-08075 SUZUKI,4.72
SUPERSEDED BY 0926220069 B1 20X47X44 BEA,09262-20019 SUZUKI,21.15
"SUPERSEDED BY 0911708047 BOLT, 8X30",09118-08112 SUZUKI,4.72
BOLT,09119-05010 SUZUKI,7.93
SUPERSEDED BY 0926220121 B1 20X47X14 BEA,09262-20085-0A0 SUZUKI,30.82
BEARING,09262-20122 SUZUKI,22.55
SUPERSEDED BY 0926222028 BI 22X56X16 BEA,09262-22011 SUZUKI,70.39
SUPERSEDED BY 0926222028 BI 22X56X16 BEA,09262-22017 SUZUKI,70.39
SUPERSEDED BY 0926222025 B1 22X56X16 BEA,09262-22020 SUZUKI,52.39
BEARING,09262-22024 SUZUKI,68.98
BOLT,09119-08073 SUZUKI,3.35
O RING,13246-43011 SUZUKI,3.95
MOVABLE ROLLER,21650-09F51 SUZUKI,15.3
MOVABLE ROLLER,21650-15F10 SUZUKI,14.31
"SUPERSEDED BY 2320037E02 CAMSHAFT,CLUTCH",23200-37E01 SUZUKI,66.62
"SUPERSEDED BY 5311931G02YLZ FENDER,CENTERB",53119-31G01-YLZ SUZUKI,23.67
FILTER,13376-19F00 SUZUKI,9.35
SUPERSEDED BY 1337619F00 FILTER,13376-44080 SUZUKI,9.35
WASHER,13382-19E00 SUZUKI,3.24
CUSHION,94433-26B01 SUZUKI,3.07
AIR INTAKE MOLDING,94433-41G00 SUZUKI,24.02
"SUPERSEDED BY 944414930313L COVER,COWLING,L",94441-49301-13L SUZUKI,73.07
SUPERSEDED BY 1339410010 NEEDLE CLIP,13384-45010 SUZUKI,4.22
STARTER PLUNGER,13411-01010 SUZUKI,18.13
DIAPHRAGM,13480-05A10 SUZUKI,47.03
SUPERSEDED BY 1348005A10 DIAPHRAGM ASSY,13480-24B00 SUZUKI,47.03
DRIVEN GEAR,24341-36E00 SUZUKI,110.77
SUPERSEDED BY 1350707D01 DIAPHRAGM,13507-07D00 SUZUKI,24.32
SUPERSEDED BY 1350717C01 DIAPHRAGM,13507-17C00 SUZUKI,26.89
DIAPHRAGM,13507-33E00 SUZUKI,32.87
DIAPHRAGM,13507-33E01 SUZUKI,32.87
DIAPHRAGM,13507-44B00 SUZUKI,21.94
UNDER COWLING,94480-21H00-4TX SUZUKI,390.05
THROTTLE VALVE,13550-13D60 SUZUKI,79.17
"SENSOR ASSY,THR",13550-13D61 SUZUKI,79.17
O RING,17418-19F00 SUZUKI,5.27
WATER OIL SEAL,17461-01H00 SUZUKI,16.23
SUPERSEDED BY 1476201B01 CUSHION MUFFLER,14762-01B00 SUZUKI,3.4
UNDER CENTER BRACKET,94498-47H00 SUZUKI,14.8
SEAL,13556-05A10 SUZUKI,3.26
SEAL,13556-44B00 SUZUKI,4.36
SUPERSEDED BY 1361229F10 BOLT(4X12),13612-35G00 SUZUKI,6.2
WASHER,13615-45010 SUZUKI,3.2
"SUPERSEDED BY 0911906130 BOLT,STEERING A",45241-04600 SUZUKI,6.29
"SUPERSEDED BY 0911906130 BOLT,STEERING A",45241-04601 SUZUKI,6.29
FUEL PUMP,15100-38A01 SUZUKI,214.95
SPEEDOMETER CABLE,34910-01D21 SUZUKI,32.28
SPRING,09444-15008 SUZUKI,4.22
SPRING,09448-45014 SUZUKI,9.53
BOTTLE FITTING,09462-00008 SUZUKI,4.34
BRAKE LEVER,57400-48810 SUZUKI,196.18
"SUPERSEDED BY 5190030901 LOCK ASSY,STEER",51900-22810 SUZUKI,79.09
OIL TANK BAND,09462-00055 SUZUKI,5.53
BATTERY BAND,09462-00067 SUZUKI,4.64
SUPERSEDED BY 0947112108 BULB 12V1.7W,09471-12108-LC1 SUZUKI,3.11
TAILLIGHT BULB,09471-06049 SUZUKI,2.7
KNUCKLE STOPPER,52418-24500 SUZUKI,8.69
"LEVER ASSY,CLUT",57500-10D30 SUZUKI,42.1
"LEVER ASSY, CLUTCH",57500-10D80 SUZUKI,42.1
CLUTCH LEVER,57500-10DA1 SUZUKI,42.1
SPARK PLUG CR9E,09482-00558 SUZUKI,11.03
SPARK PLUG LMAR,09482-00635 SUZUKI,22.24
MAIN JET,09491-21016 SUZUKI,11.93
SUSPENSION ARM,52420-31820 SUZUKI,303.59
"SUPERSEDED BY 5750024F22 LEVER ASSY,CLUT",57500-24F10 SUZUKI,53.56
SUPERSEDED BY 0949124013 JET MAIN 122.5,09491-24009 SUZUKI,11.2
MAIN JET,09491-24013 SUZUKI,11.2
SUPERSEDED BY 0949125011 JET MAIN 127.5,09491-25003 SUZUKI,11.2
SUPERSEDED BY 0949126012 JET MAIN 132.5,09491-26005 SUZUKI,8.63
"SUPERSEDED BY 5750040F11 LEVER ASSY,CLUT",57500-33E10 SUZUKI,46.77
"SUPERSEDED BY 5750040F11 LEVER ASSY,CLUT",57500-33E20 SUZUKI,46.77
"SUPERSEDED BY 5762015D11 LEVER,CLUTCH",57620-15D10 SUZUKI,22.2
MAIN JET,09491-92004 SUZUKI,8.8
PILOT JET,09492-30006 SUZUKI,8.68
CLUTCH LEVER SPACER,57623-24B00 SUZUKI,4.11
"SPACER,NUT(T:6.",57633-87D40 SUZUKI,22.97
PILOT JET,09492-40011 SUZUKI,17.3
"SUPERSEDED BY 0949245035 JET, PILOT",09492-45011 SUZUKI,17.39
PILOT JET,09492-52010 SUZUKI,13.33
"SUPERSEDED BY 5771233012 KNOB,HANDLE SWI",57712-33011 SUZUKI,6.07
"SUPERSEDED BY 2146243D01 DISK,CLUTCH PRE",21462-43D00 SUZUKI,37.03
SUPERSEDED BY 0980021026 TOOL ASSY,09800-00808 SUZUKI,35.82
SUPERSEDED BY 0980021028 TOOL ASSY,09800-00810 SUZUKI,30.0
SUPERSEDED BY 0980021033 TOOL SET,09800-04800 SUZUKI,35.29
"SUPERSEDED BY 5820033E01 CABLE ASSY, CLU",58200-33E00 SUZUKI,30.66
CAM REACTION WASHER,21621-41G00 SUZUKI,13.46
O RING,13258-33E00 SUZUKI,9.29
"SUPERSEDED BY 5830129F11 CABLE SET,THROT",58301-29F10 SUZUKI,57.13
CLUTCH PUSH ROD,23110-44111 SUZUKI,14.72
"SUPERSEDED BY 0992053740 HOLDER,CLUTCH S",09920-53110 SUZUKI,188.05
"SUPERSEDED BY 2311115501 ROD, CLUTCH PUS",23111-39101 SUZUKI,12.09
CRANKSHAFT INSTALLER,09910-32812 SUZUKI,332.92
SUPERSEDED BY 0992013120 SHAFT REMOVER,09910-80115 SUZUKI,218.54
SUPERSEDED BY 0992013120 SHAFT REMOVER,09910-92810 SUZUKI,218.54
"CABLE ASSY, THROTTLE",58300-37F00 SUZUKI,15.82
SPRING,23164-05A00 SUZUKI,3.95
O RING,13246-28E00 SUZUKI,4.69
FLOAT,13250-33E00 SUZUKI,32.17
"SUPERSEDED BY 0991574521 HOSE,OIL PRESS",09915-74520 SUZUKI,244.02
SIDE COVER,53122-05G00-291 SUZUKI,79.78
SPRING,13268-19B50 SUZUKI,4.21
NEEDLE VALVE,13370-07F01 SUZUKI,52.0
"SUPERSEDED BY 1337002C00 VALVE,NEEDLE",13370-18900 SUZUKI,72.59
NEEDLE VALVE,13370-20F00 SUZUKI,62.2
"SUPERSEDED BY 5334131G03YLG LID,FENDER FRON",53341-31G01-YLG SUZUKI,9.35
"SUPERSEDED BY 5334131G03YLZ LID,FENDER FRON",53341-31G01-YLZ SUZUKI,50.74
"LID,FRONT FENDER",53341-31G06-YLG SUZUKI,9.35
NEUTRAL LENS,36321-05G00 SUZUKI,7.81
NEUTRAL LENS,36321-43000 SUZUKI,4.5
CAM CHAIN TENSIONER,12811-32E00 SUZUKI,42.69
SUPERSEDED BY 2634120401 COVER JOINT,26341-20400 SUZUKI,8.38
VALVE ROCKER ARM,12840-49201 SUZUKI,80.28
"SUPERSEDED BY 1284327A00 NUT,TAPPET ADJU",12843-49200 SUZUKI,2.92
WIRE HARNESS,36610-45G10 SUZUKI,588.03
PROPELLER SHAFT,27155-31G10 SUZUKI,292.52
FINAL DRIVE SHAFT,27156-44D01 SUZUKI,11.21
SUPERSEDED BY 1360248B10 SCREW,13602-19C00 SUZUKI,3.11
"TUBE,INNER",55200-46411 SUZUKI,16.32
CHAIN GUIDE DEFENSE,61348-15E00 SUZUKI,26.49
CHAIN ADJUSTER BOOT,61425-07G00 SUZUKI,6.41
"SUPERSEDED BY 3714633E00 KEY,BLANK",37146-18E00 SUZUKI,19.27
FUEL TANK EMBLEM,68111-48G01 SUZUKI,68.87
"SUPERSEDED BY 4123318G20 BOLT, SEAT RAIL",41233-18G00 SUZUKI,7.86
KINGPIN SPACER,51251-40B00 SUZUKI,21.85
"SUPERSEDED BY 6451101D04 SPROCKET,REAR,N",64511C01D04J000 SUZUKI,61.52
SUPERSEDED BY 4355037301 FOOTREST RH,43550-49001 SUZUKI,23.14
"SUPERSEDED BY 4355103001 RUBBER, F FOOTR",43551-02300 SUZUKI,6.56
FOOTREST RUBBER,43551-06G00 SUZUKI,12.74
FOOTREST RUBBER,43551-36000 SUZUKI,19.77
SUPERSEDED BY 4355136000 FR FOOTREST RUB,43551-36200 SUZUKI,19.77
FOOTREST RUBBER,43560-12FA0 SUZUKI,18.41
"SUPERSEDED BY 4356003B00019 FOOTREST COMP,F",43560-14D30 SUZUKI,41.0
SUPERSEDED BY 4356037301 FOOTREST LH,43560-37300 SUZUKI,29.96
"SUPERSEDED BY 4356012FA0 RUBBER, FT F.RE",43560C12FA0JE0Z SUZUKI,18.41
"SUPERSEDED BY 5155338C00 DAMPER,HEAD LAM",51553-14A20 SUZUKI,7.93
S LINE HAT,990A0-17160 SUZUKI,19.67
Suzuki Logo Hats,SUZUKI,29.95
BUSA CHRCL FB H,990A0-17203 SUZUKI,29.46
SUPERSEDED BY 5611101DC0ETN HANDLEBAR,56111-01DC0-ENM SUZUKI,58.86
"SUPERSEDED BY 3773014J00 SENSOR ASSY,GEA",37730-01H00 SUZUKI,67.09
FOOTREST BRACKET,43521-16G21 SUZUKI,121.15
FOOTREST BAR,43526-35F20 SUZUKI,43.19
AXLE,64711-38F20 SUZUKI,132.23
BANK SENSOR BOLT,43576-07D10 SUZUKI,6.78
CHAIN ADJUSTER WASHER,64712-20900 SUZUKI,2.92
SUPERSEDED BY 0935260103600 HOSE 6X10X600,13683-45030 SUZUKI,8.17
SUPERSEDED BY 093525082300B HOSE 5X8.2X2000,13684-05A10 SUZUKI,12.65
SUPERSEDED BY 0935135653600 HOSE 3.5X6.5X60,13684-16600 SUZUKI,4.22
SUPERSEDED BY 1368448B10 (CA) HOSE,13684-18E10 SUZUKI,14.5
SUPERSEDED BY 1368440A00 HOSE 3X5X650,13684-28010 SUZUKI,8.7
SUPERSEDED BY 0935135653600 HOSE 3.5X6.5X60,13684-38300 SUZUKI,4.22
NIPPLE,13685-48B00 SUZUKI,11.04
SUPERSEDED BY 0935135653600 HOSE 3.5X6.5X60,13686-16600 SUZUKI,4.22
"SUPERSEDED BY 0935250903600 HOSE, 5X9X600",13687-17C10 SUZUKI,6.79
Polo Shirts,SUZUKI,56.95
"BOOT, PROPELLER SHAFT",61372-38B00 SUZUKI,19.15
"BALANCER SET,HA INCLUDES ITEM(S) 6 9",56200-14832 SUZUKI,48.61
"SUPERSEDED BY 5620016822 BALANCER SET,HA",56200-16821 SUZUKI,29.92
GUIDE BUSHING,51152-45400 SUZUKI,13.71
OIL SEAL,51153-01H10 SUZUKI,24.44
HANDLE COVER,56321-11H00-291 SUZUKI,25.64
"BUFFEP, CHAIN DEFENSE",61273-28001 SUZUKI,10.02
BLEEDER PLUG CAP,55156-66310 SUZUKI,4.69
"SUPERSEDED BY 3711019B02 SWITCH ASSY,IGN",37110-19B01 SUZUKI,124.95
LOCK SET,37101-40824 SUZUKI,312.8
SPOKE SET,55320-18420 SUZUKI,72.34
"SUPERSEDED BY 3711031G00 SWITCH ASSY,",37110-31G10 SUZUKI,83.35
"SUPERSEDED BY 6141028005 ADJUSTER,CHAIN,",61410-28002 SUZUKI,9.17
"SUPERSEDED BY 3711010F00 SWITCH ASSY,IGN",37110-48E00 SUZUKI,82.32
SUPERSEDED BY 1140004852H17 GASKET SET(NA),11400-04861-H17 SUZUKI,39.15
ENGINE STRAINER,16520-05202 SUZUKI,5.27
SPEEDOMETER SENSOR,34990-47F00 SUZUKI,116.03
HEADLIGHT,35100-03GA1-999 SUZUKI,116.69
SUPERSEDED BY 3510003GA1999 HEADLAMP ASSY,35100-03GB0-999 SUZUKI,116.69
HEADLIGHT,35100-31GB3-999 SUZUKI,71.66
COOLING FAST,17110-40B00 SUZUKI,18.15
SUPERSEDED BY 6824104X5000B MOLDING,68241-27A00 SUZUKI,24.8
FUEL TANK COVER,44177-14J02 SUZUKI,3.25
CLUTCH SLEEVE HUB,21411-44101 SUZUKI,66.52
"SUPERSEDED BY 2141000A00 HUB, CLUTCH SLE",21411-49201 SUZUKI,121.05
GASKET,44248-33011 SUZUKI,9.67
DECAL,68641-19F00-YU8 SUZUKI,9.75
"COVER, FUEL TANK UPPER",44290-48G00 SUZUKI,229.0
FUEL COCK,44300-19B23 SUZUKI,81.92
FUEL COCK,44300-19F0V SUZUKI,77.37
"SUPERSEDED BY 3180015501 RELAY ASSY,STAR",31800-15500 SUZUKI,88.84
"RELAY ASSY, STARTING MOTOR",31800-40B01 SUZUKI,26.59
"SUPERSEDED BY 3186148B10 CAP, STRTR MOTO",31861-35100 SUZUKI,6.44
"HOSE,FUEL RESER",44441-01D01 SUZUKI,11.49
FUEL ON HOSE,44441-01DR0 SUZUKI,8.02
"LABEL, SCREEEN",68922-29F00 SUZUKI,6.33
"SUPERSEDED BY 0935211153600 HOSE,11X15X600",13851-00250 SUZUKI,11.85
SUPERSEDED BY 1388149021 TUBE OUTLET,13881-49200 SUZUKI,13.2
EXHAUST PIPE PLATE,14155-27A00 SUZUKI,3.24
EXHAUST PIPE PLATE,14159-04410 SUZUKI,1.93
EXHAUST GASKET,14181-02F00 SUZUKI,6.3
RIM WHEEL (1.40X10),55311-04410 SUZUKI,183.86
"BOOT, PROPELLER SHAFT",61372-38B00 SUZUKI,19.15
"SUPERSEDED BY 3757249441 BODY,STARTER LE",37572-47A00 SUZUKI,12.48
"SUPERSEDED BY 3760019B03 SWITCH ASSY,REV",37600-24504 SUZUKI,67.38
BRAKE SWITCH,37610-53011 SUZUKI,27.94
SUPERSEDED BY 5611131G30 HANDLEBAR,56111-31G00 SUZUKI,67.19
SUPERSEDED BY 0211204087 SCREW 4X8,37920-94600 SUZUKI,1.11
"BALANCER SET,HA INCLUDES ITEM(S) 6 9",56200-14832 SUZUKI,48.61
"SUPERSEDED BY 5620016822 BALANCER SET,HA",56200-16821 SUZUKI,29.92
GUIDE BUSHING,51152-45400 SUZUKI,13.71
OIL SEAL,51153-01H10 SUZUKI,24.44
HANDLE HOLDER CAP,56246-24F00 SUZUKI,6.82
HANDLEBAR BALANCER,56270-26G00 SUZUKI,43.63
.EXPANDER,56272-10G00 SUZUKI,4.29
RELAY ASSY,38740-26E00 SUZUKI,35.05
RELAY ASSY FOR DEF LOCK,38740-31G01 SUZUKI,34.64
SUPERSEDED BY 5115319D10 OIL SEAL,51163-31030 SUZUKI,20.86
SUPERSEDED BY 0713008357 BOLT,51166-12FA0 SUZUKI,2.92
"STAND SET, CENTER",42100-06861 SUZUKI,324.54
HANDLE COVER,56321-11H00-291 SUZUKI,25.64
BRAKE PEDAL,43110-41G00 SUZUKI,116.5
BOOT,51571-08G00 SUZUKI,39.4
"SUPERSEDED BY 4442044AR0 HOSE,5X8.2X600",13687-44230 SUZUKI,9.15
SUPERSEDED BY 990A019119 GSXR LOGO KEY,990A0-19109 SUZUKI,4.92
"SUPERSEDED BY 1378031G30 FILTER,AIR CLEA",13780-31G00 SUZUKI,69.0
"SUPERSEDED BY 1378031G30 FILTER,AIR CLEA",13780-31G20 SUZUKI,69.0
BOX LID,92112-03G00 SUZUKI,16.89
"SUPERSEDED BY 1148927A21 GASKET,OIL PAN",11489-27A20 SUZUKI,14.83
"SUPERSEDED BY 1148944110 GASKET,OIL PAN(",11489-44101 SUZUKI,9.34
CRANKSHAFT GASKET,11491-18H00 SUZUKI,5.3
